lrrk2	XM_048969273.1
tmem167b	XM_049002981.1
clstn1	XM_049002982.1
clstn1	XM_049002983.1
clstn1	XM_049002984.1
clstn1	XM_049002985.1
nmnat1	XM_049002986.1
lzic	XM_049002987.1
lzic	XM_049002988.1
LOC125726649	XM_049002989.1
LOC125726649	XM_049002990.1
LOC125726649	XM_049002991.1
LOC125726649	XM_049002992.1
LOC125726651	XM_049002993.1
LOC125726650	XM_049002994.1
LOC125726651	XM_049002995.1
LOC125726651	XM_049002996.1
gnai3	XM_049002997.1
gnat2	XM_049002998.1
ppardb	XM_049002999.1
LOC125726655	XM_049003000.1
LOC125726655	XM_049003001.1
LOC125726650	XM_049003002.1
rbbp5	XM_049003003.1
rbbp5	XM_049003004.1
srpk1a	XM_049003005.1
lhfpl5b	XM_049003006.1
LOC125726659	XM_049003007.1
LOC125726660	XM_049003008.1
LOC125726661	XM_049003009.1
LOC125726661	XM_049003010.1
LOC125726661	XM_049003011.1
LOC125726661	XM_049003012.1
LOC125726661	XM_049003013.1
mical1	XM_049003014.1
dnajc25	XM_049003015.1
mical1	XM_049003016.1
mical1	XM_049003017.1
mical1	XM_049003018.1
mical1	XM_049003019.1
mical1	XM_049003020.1
mical1	XM_049003021.1
mical1	XM_049003022.1
mical1	XM_049003023.1
zgc:195245	XM_049003024.1
LOC125726667	XM_049003025.1
tal2	XM_049003026.1
igf3	XM_049003027.1
fance	XM_049003028.1
fance	XM_049003029.1
rpl10a	XM_049003030.1
lrif1	XM_049003031.1
lrif1	XM_049003032.1
LOC125726673	XM_049003033.1
LOC125726673	XM_049003034.1
ngrn	XM_049003035.1
ngrn	XM_049003036.1
ngrn	XM_049003037.1
ngrn	XM_049003038.1
LOC125726674	XM_049003039.1
LOC125726676	XM_049003040.1
LOC125726676	XM_049003041.1
LOC125726677	XM_049003042.1
LOC125726679	XM_049003043.1
LOC125726679	XM_049003044.1
LOC125726680	XM_049003045.1
LOC125726681	XM_049003046.1
LOC125726681	XM_049003047.1
LOC125726681	XM_049003048.1
LOC125726681	XM_049003049.1
LOC125726681	XM_049003050.1
LOC125726681	XM_049003051.1
LOC125726682	XM_049003052.1
LOC125726681	XM_049003053.1
LOC125726681	XM_049003054.1
LOC125726681	XM_049003055.1
LOC125726683	XM_049003056.1
LOC125726683	XM_049003057.1
LOC125726683	XM_049003058.1
LOC125726683	XM_049003059.1
LOC125726684	XM_049003060.1
LOC125726684	XM_049003061.1
LOC125726686	XM_049003062.1
LOC125726686	XM_049003063.1
LOC125726686	XM_049003064.1
smyd1b	XM_049003065.1
taf8	XM_049003066.1
LOC125726689	XM_049003067.1
eps8l3b	XM_049003068.1
eps8l3b	XM_049003069.1
eps8l3b	XM_049003070.1
sypl2b	XM_049003071.1
dclre1b	XM_049003072.1
dclre1b	XM_049003073.1
smyd1b	XM_049003074.1
dclre1b	XM_049003075.1
mad2l2	XM_049003076.1
inavaa	XM_049003077.1
inavaa	XM_049003078.1
inavaa	XM_049003079.1
LOC125726695	XM_049003080.1
LOC125726695	XM_049003081.1
LOC125726696	XM_049003082.1
LOC125726696	XM_049003083.1
LOC125726696	XM_049003084.1
LOC125726696	XM_049003085.1
LOC125726696	XM_049003086.1
stk38b	XM_049003087.1
hsd17b3	XM_049003088.1
stk38b	XM_049003089.1
cept1b	XM_049003090.1
cept1b	XM_049003091.1
kctd20	XM_049003092.1
mkrn4	XM_049003093.1
mkrn4	XM_049003094.1
mkrn4	XM_049003095.1
mkrn4	XM_049003096.1
hsd17b3	XM_049003097.1
LOC125726702	XM_049003098.1
LOC125726702	XM_049003099.1
LOC125726702	XM_049003100.1
LOC125726703	XM_049003101.1
LOC125726704	XM_049003102.1
LOC125726688	XM_049003103.1
traf1	XM_049003104.1
traf1	XM_049003105.1
camk1gb	XM_049003106.1
camk1gb	XM_049003107.1
camk1gb	XM_049003108.1
hspa1b	XM_049003109.1
hspa1b	XM_049003110.1
hspa1b	XM_049003111.1
hspa1b	XM_049003112.1
hspa1b	XM_049003113.1
ahcyl1	XM_049003114.1
vps37ba	XM_049003115.1
ahcyl1	XM_049003116.1
ctnnbip1	XM_049003117.1
LOC125726712	XM_049003118.1
gpr61	XM_049003119.1
hrob	XM_049003120.1
hrob	XM_049003121.1
asb16	XM_049003122.1
asb16	XM_049003123.1
asb16	XM_049003124.1
atxn7l3a	XM_049003125.1
atxn7l3a	XM_049003126.1
atxn7l3a	XM_049003127.1
atxn7l3a	XM_049003128.1
atxn7l3a	XM_049003129.1
tmub2	XM_049003130.1
plcd3a	XM_049003131.1
plcd3a	XM_049003132.1
plcd3a	XM_049003133.1
nmt1a	XM_049003134.1
cfap157	XM_049003135.1
cdk12	XM_049003136.1
fbxl20	XM_049003137.1
LOC125726725	XM_049003138.1
LOC125726726	XM_049003139.1
LOC125726726	XM_049003140.1
LOC125726726	XM_049003141.1
LOC125726727	XM_049003142.1
LOC125726729	XM_049003143.1
LOC125726730	XM_049003144.1
LOC125726731	XM_049003145.1
ptrh1	XM_049003146.1
LOC125726732	XM_049003147.1
LOC125726733	XM_049003148.1
svilc	XM_049003149.1
svilc	XM_049003150.1
svilc	XM_049003151.1
svilc	XM_049003152.1
svilc	XM_049003153.1
svilc	XM_049003154.1
svilc	XM_049003155.1
svilc	XM_049003156.1
svilc	XM_049003157.1
svilc	XM_049003158.1
svilc	XM_049003159.1
svilc	XM_049003160.1
LOC125726735	XM_049003161.1
tmem98	XM_049003162.1
tmem98	XM_049003163.1
cacnb1	XM_049003164.1
cacnb1	XM_049003165.1
cacnb1	XM_049003166.1
cacnb1	XM_049003167.1
znf281a	XM_049003168.1
kcnj19a	XM_049003169.1
kcnj19a	XM_049003170.1
LOC125726741	XM_049003171.1
cdk21	XM_049003172.1
asic2	XM_049003173.1
asic2	XM_049003174.1
asic2	XM_049003175.1
asic2	XM_049003176.1
LOC125726688	XM_049003177.1
asic2	XM_049003178.1
asic2	XM_049003179.1
LOC125726744	XM_049003180.1
ppp1r1b	XM_049003181.1
LOC125726746	XM_049003182.1
LOC125726746	XM_049003183.1
LOC125726746	XM_049003184.1
LOC125726746	XM_049003185.1
LOC125726750	XM_049003186.1
gda	XM_049003187.1
LOC125726752	XM_049003188.1
LOC125726752	XM_049003189.1
arhgap23a	XM_049003190.1
arhgap23a	XM_049003191.1
arhgap23a	XM_049003192.1
arhgap23a	XM_049003193.1
arhgap23a	XM_049003194.1
arhgap23a	XM_049003195.1
LOC125726755	XM_049003196.1
LOC125726755	XM_049003197.1
LOC125726755	XM_049003198.1
LOC125726756	XM_049003199.1
znf608	XM_049003200.1
arl5c	XM_049003201.1
arl5c	XM_049003202.1
LOC125726760	XM_049003203.1
LOC125726760	XM_049003204.1
LOC125726761	XM_049003205.1
znf608	XM_049003206.1
mpp3a	XM_049003207.1
mpp3a	XM_049003208.1
mpp3a	XM_049003209.1
mpp3a	XM_049003210.1
mpp3a	XM_049003211.1
si:ch211-198m17.1	XM_049003212.1
si:ch211-198m17.1	XM_049003213.1
si:ch211-198m17.1	XM_049003214.1
si:ch211-198m17.1	XM_049003215.1
mrc2	XM_049003216.1
LOC125726768	XM_049003217.1
ncor2	XM_049003218.1
LOC125726768	XM_049003219.1
LOC125726768	XM_049003220.1
LOC125726769	XM_049003221.1
LOC125726769	XM_049003222.1
LOC125726769	XM_049003223.1
LOC125726769	XM_049003224.1
LOC125726769	XM_049003225.1
LOC125726769	XM_049003226.1
mettl2a	XM_049003227.1
ncor2	XM_049003228.1
LOC125726771	XM_049003229.1
LOC125726771	XM_049003230.1
LOC125726771	XM_049003231.1
LOC125726772	XM_049003232.1
ncor2	XM_049003233.1
LOC125726778	XM_049003234.1
si:busm1-163l24.4	XM_049003235.1
LOC125726780	XM_049003236.1
LOC125726780	XM_049003237.1
ncor2	XM_049003238.1
LOC125726780	XM_049003239.1
LOC125726780	XM_049003240.1
LOC125726780	XM_049003241.1
LOC125726780	XM_049003242.1
LOC125726780	XM_049003243.1
LOC125726780	XM_049003244.1
LOC125726780	XM_049003245.1
LOC125726780	XM_049003246.1
LOC125726780	XM_049003247.1
LOC125726780	XM_049003248.1
ncor2	XM_049003249.1
LOC125726780	XM_049003250.1
LOC125726780	XM_049003251.1
LOC125726780	XM_049003252.1
LOC125726780	XM_049003253.1
LOC125726780	XM_049003254.1
LOC125726688	XM_049003255.1
LOC125726780	XM_049003256.1
LOC125726780	XM_049003257.1
LOC125726780	XM_049003258.1
LOC125726780	XM_049003259.1
LOC125726780	XM_049003260.1
ncor2	XM_049003261.1
LOC125726780	XM_049003262.1
LOC125726780	XM_049003263.1
LOC125726780	XM_049003264.1
LOC125726781	XM_049003265.1
LOC125726781	XM_049003266.1
LOC125726781	XM_049003267.1
LOC125726781	XM_049003268.1
LOC125726781	XM_049003269.1
LOC125726782	XM_049003270.1
ncor2	XM_049003271.1
LOC125726782	XM_049003272.1
LOC125726782	XM_049003273.1
LOC125726783	XM_049003274.1
LOC125726784	XM_049003275.1
LOC125726784	XM_049003276.1
LOC125726785	XM_049003277.1
LOC125726785	XM_049003278.1
LOC125726786	XM_049003279.1
ncor2	XM_049003280.1
LOC125726786	XM_049003281.1
LOC125726787	XM_049003282.1
LOC125726788	XM_049003283.1
LOC125726788	XM_049003284.1
LOC125726789	XM_049003285.1
LOC125726790	XM_049003286.1
LOC125726791	XM_049003287.1
LOC125726793	XM_049003288.1
LOC125726794	XM_049003289.1
LOC125726802	XM_049003290.1
LOC125726803	XM_049003291.1
LOC125726803	XM_049003292.1
LOC125726804	XM_049003293.1
LOC125726809	XM_049003294.1
LOC125726809	XM_049003295.1
LOC125726809	XM_049003296.1
slc2a11b	XM_049003297.1
nudt12	XM_049003298.1
LOC125726837	XM_049003299.1
LOC125726838	XM_049003300.1
LOC125726839	XM_049003301.1
LOC125726839	XM_049003302.1
LOC125726839	XM_049003303.1
LOC125726839	XM_049003304.1
thsd7ba	XM_049003305.1
LOC125726688	XM_049003306.1
nudt12	XM_049003307.1
LOC125726842	XM_049003308.1
LOC125726843	XM_049003309.1
nudt12	XM_049003310.1
LOC125726849	XM_049003311.1
LOC125726864	XM_049003312.1
LOC125726880	XM_049003313.1
LOC125726880	XM_049003314.1
LOC125726904	XM_049003315.1
LOC125726880	XM_049003316.1
LOC125726904	XM_049003317.1
LOC125726904	XM_049003318.1
LOC125726904	XM_049003319.1
LOC125726904	XM_049003320.1
LOC125726904	XM_049003321.1
LOC125726904	XM_049003322.1
LOC125726904	XM_049003323.1
LOC125726904	XM_049003324.1
LOC125726904	XM_049003325.1
LOC125726904	XM_049003326.1
LOC125726904	XM_049003327.1
LOC125726904	XM_049003328.1
LOC125726904	XM_049003329.1
LOC125726904	XM_049003330.1
LOC125726904	XM_049003331.1
zgc:110329	XM_049003332.1
LOC125726904	XM_049003333.1
LOC125726904	XM_049003334.1
LOC125726904	XM_049003335.1
LOC125726904	XM_049003336.1
LOC125726904	XM_049003337.1
LOC125726904	XM_049003338.1
LOC125726904	XM_049003339.1
LOC125726904	XM_049003340.1
LOC125726904	XM_049003341.1
LOC125726904	XM_049003342.1
zgc:110329	XM_049003343.1
LOC125726904	XM_049003344.1
LOC125726904	XM_049003345.1
LOC125726904	XM_049003346.1
LOC125726904	XM_049003347.1
LOC125726904	XM_049003348.1
LOC125726688	XM_049003349.1
LOC125726904	XM_049003350.1
LOC125726904	XM_049003351.1
LOC125726904	XM_049003352.1
LOC125726904	XM_049003353.1
LOC125726904	XM_049003354.1
LOC125726904	XM_049003355.1
LOC125726904	XM_049003356.1
LOC125726904	XM_049003357.1
LOC125726904	XM_049003358.1
LOC125726904	XM_049003359.1
gas1a	XM_049003360.1
LOC125726904	XM_049003361.1
LOC125726904	XM_049003362.1
LOC125726904	XM_049003363.1
LOC125726904	XM_049003364.1
LOC125726904	XM_049003365.1
LOC125726904	XM_049003366.1
LOC125726904	XM_049003367.1
LOC125726904	XM_049003368.1
LOC125726907	XM_049003369.1
LOC125726907	XM_049003370.1
LOC125726907	XM_049003371.1
LOC125726907	XM_049003372.1
LOC125726907	XM_049003373.1
LOC125726907	XM_049003374.1
LOC125726907	XM_049003375.1
LOC125726908	XM_049003376.1
LOC125726907	XM_049003377.1
LOC125726907	XM_049003378.1
LOC125726907	XM_049003379.1
LOC125726907	XM_049003380.1
LOC125726907	XM_049003381.1
LOC125726909	XM_049003382.1
LOC125726909	XM_049003383.1
LOC125726910	XM_049003384.1
LOC125726910	XM_049003385.1
LOC125726910	XM_049003386.1
LOC125726910	XM_049003387.1
LOC125726910	XM_049003388.1
LOC125726912	XM_049003389.1
si:dkey-40c11.2	XM_049003390.1
LOC125726912	XM_049003391.1
LOC125726912	XM_049003392.1
LOC125726913	XM_049003393.1
LOC125726914	XM_049003394.1
LOC125726915	XM_049003395.1
LOC125726916	XM_049003396.1
LOC125726918	XM_049003397.1
LOC125726919	XM_049003398.1
LOC125726920	XM_049003399.1
rhobtb4	XM_049003400.1
rhobtb4	XM_049003401.1
LOC125726928	XM_049003402.1
LOC125726929	XM_049003403.1
rhobtb4	XM_049003404.1
LOC125726931	XM_049003405.1
LOC125726931	XM_049003406.1
LOC125726932	XM_049003407.1
hnf4g	XM_049003408.1
hnf4g	XM_049003409.1
hnf4g	XM_049003410.1
rhobtb4	XM_049003411.1
LOC125726934	XM_049003412.1
LOC125726935	XM_049003413.1
LOC125726936	XM_049003414.1
rhobtb4	XM_049003415.1
rhobtb4	XM_049003416.1
rhobtb4	XM_049003417.1
rhobtb4	XM_049003418.1
LOC125726939	XM_049003419.1
LOC125726940	XM_049003420.1
LOC125726941	XM_049003421.1
LOC125726942	XM_049003422.1
LOC125726943	XM_049003423.1
LOC125726945	XM_049003424.1
LOC125726945	XM_049003425.1
LOC125726945	XM_049003426.1
LOC125726945	XM_049003427.1
LOC125726947	XM_049003428.1
LOC125726947	XM_049003429.1
rtkna	XM_049003430.1
LOC125726947	XM_049003431.1
LOC125726947	XM_049003432.1
LOC125726948	XM_049003433.1
LOC125726949	XM_049003434.1
LOC125726949	XM_049003435.1
LOC125726949	XM_049003436.1
LOC125726950	XM_049003437.1
LOC125726950	XM_049003438.1
LOC125726950	XM_049003439.1
LOC125726938	XM_049003440.1
rtkna	XM_049003441.1
LOC125726953	XM_049003442.1
LOC125726953	XM_049003443.1
LOC125726955	XM_049003444.1
LOC125726955	XM_049003445.1
rtkna	XM_049003446.1
LOC125726955	XM_049003447.1
LOC125726955	XM_049003448.1
LOC125726955	XM_049003449.1
LOC125726955	XM_049003450.1
LOC125726955	XM_049003451.1
LOC125726955	XM_049003452.1
LOC125726955	XM_049003453.1
LOC125726955	XM_049003454.1
LOC125726955	XM_049003455.1
LOC125726955	XM_049003456.1
rtkna	XM_049003457.1
LOC125726955	XM_049003458.1
LOC125726955	XM_049003459.1
LOC125726955	XM_049003460.1
LOC125726955	XM_049003461.1
LOC125726955	XM_049003462.1
LOC125726955	XM_049003463.1
LOC125726955	XM_049003464.1
LOC125726955	XM_049003465.1
LOC125726955	XM_049003466.1
LOC125726955	XM_049003467.1
LOC125726955	XM_049003468.1
LOC125726955	XM_049003469.1
LOC125726955	XM_049003470.1
LOC125726955	XM_049003471.1
LOC125726955	XM_049003472.1
mccc2	XM_049003473.1
LOC125726955	XM_049003474.1
LOC125726955	XM_049003475.1
LOC125726955	XM_049003476.1
LOC125726955	XM_049003477.1
LOC125726955	XM_049003478.1
LOC125726955	XM_049003479.1
LOC125726955	XM_049003480.1
LOC125726955	XM_049003481.1
LOC125726955	XM_049003482.1
LOC125726955	XM_049003483.1
LOC125726955	XM_049003484.1
LOC125726955	XM_049003485.1
LOC125726955	XM_049003486.1
LOC125726955	XM_049003487.1
LOC125726955	XM_049003488.1
si:dkey-245n4.2	XM_049003489.1
LOC125726955	XM_049003490.1
LOC125726955	XM_049003491.1
LOC125726955	XM_049003492.1
LOC125726955	XM_049003493.1
LOC125726955	XM_049003494.1
LOC125726955	XM_049003495.1
LOC125726955	XM_049003496.1
LOC125726955	XM_049003497.1
LOC125726958	XM_049003498.1
si:dkey-245n4.2	XM_049003499.1
LOC125726959	XM_049003500.1
LOC125726960	XM_049003501.1
LOC125726960	XM_049003502.1
LOC125726961	XM_049003503.1
LOC125726966	XM_049003504.1
LOC125726967	XM_049003505.1
LOC125726968	XM_049003506.1
LOC125726968	XM_049003507.1
smn1	XM_049003508.1
LOC125726968	XM_049003509.1
LOC125726968	XM_049003510.1
LOC125726968	XM_049003511.1
LOC125726968	XM_049003512.1
LOC125726969	XM_049003513.1
LOC125726969	XM_049003514.1
mcm6l	XM_049003515.1
mcm6l	XM_049003516.1
LOC125726974	XM_049003517.1
LOC125726974	XM_049003518.1
LOC125726974	XM_049003519.1
hspb11	XM_049003520.1
LOC125726974	XM_049003521.1
LOC125726975	XM_049003522.1
LOC125726976	XM_049003523.1
LOC125726976	XM_049003524.1
LOC125726977	XM_049003525.1
LOC125726977	XM_049003526.1
LOC125726977	XM_049003527.1
LOC125726977	XM_049003528.1
LOC125726938	XM_049003529.1
LOC125726977	XM_049003530.1
LOC125726979	XM_049003531.1
LOC125726979	XM_049003532.1
LOC125726979	XM_049003533.1
LOC125726981	XM_049003534.1
LOC125726982	XM_049003535.1
LOC125726982	XM_049003536.1
LOC125726982	XM_049003537.1
LOC125726984	XM_049003538.1
LOC125726985	XM_049003539.1
LOC125726985	XM_049003540.1
cd8b	XM_049003541.1
LOC125726985	XM_049003542.1
LOC125726986	XM_049003543.1
LOC125726986	XM_049003544.1
LOC125726986	XM_049003545.1
LOC125726987	XM_049003546.1
LOC125726987	XM_049003547.1
LOC125726988	XM_049003548.1
cd8b	XM_049003549.1
LOC125726991	XM_049003550.1
LOC125726992	XM_049003551.1
LOC125726993	XM_049003552.1
LOC125726993	XM_049003553.1
LOC125726995	XM_049003554.1
LOC125726999	XM_049003555.1
LOC125727000	XM_049003556.1
gadd45ga	XM_049003557.1
LOC125727001	XM_049003558.1
LOC125727008	XM_049003559.1
LOC125727010	XM_049003560.1
LOC125727011	XM_049003561.1
LOC125727012	XM_049003562.1
whrnb	XM_049003563.1
LOC125727013	XM_049003564.1
LOC125727013	XM_049003565.1
LOC125727013	XM_049003566.1
LOC125727013	XM_049003567.1
LOC125727014	XM_049003568.1
LOC125727015	XM_049003569.1
whrnb	XM_049003570.1
LOC125727016	XM_049003571.1
LOC125727016	XM_049003572.1
LOC125727018	XM_049003573.1
LOC125727018	XM_049003574.1
LOC125727019	XM_049003575.1
entpd8	XM_049003576.1
entpd8	XM_049003577.1
LOC125726938	XM_049003578.1
wu:fb59d01	XM_049003579.1
smc4	XM_049003580.1
ak8	XM_049003581.1
ift80	XM_049003582.1
ift80	XM_049003583.1
ift80	XM_049003584.1
ift80	XM_049003585.1
ift80	XM_049003586.1
kpna4	XM_049003587.1
trim59	XM_049003588.1
trim59	XM_049003589.1
trim59	XM_049003590.1
trim59	XM_049003591.1
trim59	XM_049003592.1
mfsd1	XM_049003593.1
mfsd1	XM_049003594.1
si:dkeyp-97b10.3	XM_049003595.1
si:dkeyp-97b10.3	XM_049003596.1
si:dkeyp-97b10.3	XM_049003597.1
schip1	XM_049003598.1
ak8	XM_049003599.1
schip1	XM_049003600.1
schip1	XM_049003601.1
LOC125727040	XM_049003602.1
LOC125727040	XM_049003603.1
il12a	XM_049003604.1
LOC125727042	XM_049003605.1
cluha	XM_049003606.1
cluha	XM_049003607.1
ccdc92ba	XM_049003608.1
ccdc92ba	XM_049003609.1
ccdc92ba	XM_049003610.1
tlcd2	XM_049003611.1
LOC125727048	XM_049003612.1
LOC125727048	XM_049003613.1
ak8	XM_049003614.1
LOC125727049	XM_049003615.1
aipl1	XM_049003616.1
dock10	XM_049003617.1
vps53	XM_049003618.1
aifm4	XM_049003619.1
exo5	XM_049003620.1
ak8	XM_049003621.1
rflnb	XM_049003622.1
rflnb	XM_049003623.1
pafah1b1a	XM_049003624.1
pafah1b1a	XM_049003625.1
shox2	XM_049003626.1
shox2	XM_049003627.1
gfm1	XM_049003628.1
lxn	XM_049003629.1
LOC125726938	XM_049003630.1
lxn	XM_049003631.1
ppm1lb	XM_049003632.1
LOC125727062	XM_049003633.1
LOC125727062	XM_049003634.1
gltpa	XM_049003635.1
LOC125727062	XM_049003636.1
LOC125727062	XM_049003637.1
LOC125727062	XM_049003638.1
LOC125727062	XM_049003639.1
LOC125727062	XM_049003640.1
LOC125727062	XM_049003641.1
LOC125727062	XM_049003642.1
LOC125727062	XM_049003643.1
LOC125727062	XM_049003644.1
LOC125727062	XM_049003645.1
LOC125727062	XM_049003646.1
LOC125727062	XM_049003647.1
LOC125727062	XM_049003648.1
LOC125727062	XM_049003649.1
LOC125727062	XM_049003650.1
LOC125727063	XM_049003651.1
LOC125727062	XM_049003652.1
LOC125727062	XM_049003653.1
LOC125727062	XM_049003654.1
LOC125727062	XM_049003655.1
LOC125727062	XM_049003656.1
LOC125727062	XM_049003657.1
LOC125727062	XM_049003658.1
LOC125727062	XM_049003659.1
LOC125727062	XM_049003660.1
LOC125727062	XM_049003661.1
LOC125727063	XM_049003662.1
LOC125727062	XM_049003663.1
LOC125727062	XM_049003664.1
LOC125727062	XM_049003665.1
LOC125727062	XM_049003666.1
LOC125727062	XM_049003667.1
LOC125727062	XM_049003668.1
LOC125727062	XM_049003669.1
LOC125727062	XM_049003670.1
LOC125727062	XM_049003671.1
LOC125727062	XM_049003672.1
LOC125727063	XM_049003673.1
LOC125727062	XM_049003674.1
LOC125727062	XM_049003675.1
LOC125727062	XM_049003676.1
LOC125727062	XM_049003677.1
LOC125727062	XM_049003678.1
LOC125727062	XM_049003679.1
LOC125727062	XM_049003680.1
LOC125727062	XM_049003681.1
LOC125727062	XM_049003682.1
LOC125727062	XM_049003683.1
LOC125727063	XM_049003684.1
LOC125727062	XM_049003685.1
LOC125727062	XM_049003686.1
LOC125727062	XM_049003687.1
LOC125727064	XM_049003688.1
LOC125727064	XM_049003689.1
LOC125727064	XM_049003690.1
LOC125727064	XM_049003691.1
LOC125727064	XM_049003692.1
LOC125727065	XM_049003693.1
LOC125727065	XM_049003694.1
LOC125727067	XM_049003695.1
LOC125727067	XM_049003696.1
LOC125727067	XM_049003697.1
LOC125727067	XM_049003698.1
pde4d	XM_049003699.1
LOC125727067	XM_049003700.1
LOC125727067	XM_049003701.1
LOC125727067	XM_049003702.1
rsrc1	XM_049003703.1
mlf1	XM_049003704.1
abhd15a	XM_049003705.1
pde4d	XM_049003706.1
LOC125727073	XM_049003707.1
LOC125727073	XM_049003708.1
LOC125727073	XM_049003709.1
LOC125727073	XM_049003710.1
LOC125727074	XM_049003711.1
LOC125727075	XM_049003712.1
LOC125727075	XM_049003713.1
LOC125727075	XM_049003714.1
LOC125727075	XM_049003715.1
pde4d	XM_049003716.1
LOC125727075	XM_049003717.1
LOC125727075	XM_049003718.1
LOC125727076	XM_049003719.1
LOC125727077	XM_049003720.1
LOC125727079	XM_049003721.1
LOC125727079	XM_049003722.1
LOC125727079	XM_049003723.1
pde4d	XM_049003724.1
LOC125727080	XM_049003725.1
LOC125727081	XM_049003726.1
LOC125727081	XM_049003727.1
LOC125727081	XM_049003728.1
LOC125726938	XM_049003729.1
LOC125727081	XM_049003730.1
LOC125727082	XM_049003731.1
LOC125727082	XM_049003732.1
LOC125727082	XM_049003733.1
pde4d	XM_049003734.1
LOC125727085	XM_049003735.1
LOC125727085	XM_049003736.1
LOC125727085	XM_049003737.1
LOC125727085	XM_049003738.1
LOC125727086	XM_049003739.1
LOC125727086	XM_049003740.1
LOC125727086	XM_049003741.1
LOC125727086	XM_049003742.1
pde4d	XM_049003743.1
LOC125727086	XM_049003744.1
LOC125727086	XM_049003745.1
LOC125727086	XM_049003746.1
LOC125727086	XM_049003747.1
LOC125727087	XM_049003748.1
LOC125727087	XM_049003749.1
LOC125727087	XM_049003750.1
LOC125727088	XM_049003751.1
LOC125727088	XM_049003752.1
pde4d	XM_049003753.1
LOC125727088	XM_049003754.1
LOC125727088	XM_049003755.1
LOC125727089	XM_049003756.1
LOC125727089	XM_049003757.1
LOC125727089	XM_049003758.1
LOC125727089	XM_049003759.1
LOC125727089	XM_049003760.1
LOC125727089	XM_049003761.1
pde4d	XM_049003762.1
LOC125727089	XM_049003763.1
LOC125727089	XM_049003764.1
LOC125727090	XM_049003765.1
phldb3	XM_049003766.1
phldb3	XM_049003767.1
phldb3	XM_049003768.1
pde4d	XM_049003769.1
phldb3	XM_049003770.1
LOC125727094	XM_049003771.1
LOC125727094	XM_049003772.1
LOC125727094	XM_049003773.1
LOC125727094	XM_049003774.1
LOC125727094	XM_049003775.1
pde4d	XM_049003776.1
LOC125727097	XM_049003777.1
LOC125727098	XM_049003778.1
LOC125727098	XM_049003779.1
LOC125727099	XM_049003780.1
LOC125727100	XM_049003781.1
LOC125727101	XM_049003782.1
LOC125727101	XM_049003783.1
pde4d	XM_049003784.1
LOC125727101	XM_049003785.1
LOC125727101	XM_049003786.1
LOC125727102	XM_049003787.1
LOC125727102	XM_049003788.1
LOC125727102	XM_049003789.1
LOC125727102	XM_049003790.1
LOC125727102	XM_049003791.1
LOC125727102	XM_049003792.1
LOC125727102	XM_049003793.1
pde4d	XM_049003794.1
LOC125727103	XM_049003795.1
LOC125727104	XM_049003796.1
LOC125727104	XM_049003797.1
LOC125727105	XM_049003798.1
LOC125727105	XM_049003799.1
LOC125727106	XM_049003800.1
LOC125727106	XM_049003801.1
pde4d	XM_049003802.1
LOC125727107	XM_049003803.1
LOC125727108	XM_049003804.1
LOC125727108	XM_049003805.1
LOC125727109	XM_049003806.1
LOC125727109	XM_049003807.1
LOC125727109	XM_049003808.1
LOC125727109	XM_049003809.1
LOC125727109	XM_049003810.1
LOC125727109	XM_049003811.1
pde4d	XM_049003812.1
LOC125727110	XM_049003813.1
LOC125727111	XM_049003814.1
LOC125727112	XM_049003815.1
LOC125727114	XM_049003816.1
LOC125727114	XM_049003817.1
LOC125727115	XM_049003818.1
LOC125727115	XM_049003819.1
LOC125727115	XM_049003820.1
LOC125727117	XM_049003821.1
LOC125727117	XM_049003822.1
LOC125727117	XM_049003823.1
LOC125727117	XM_049003824.1
plk2b	XM_049003825.1
LOC125727119	XM_049003826.1
LOC125727119	XM_049003827.1
LOC125727119	XM_049003828.1
LOC125727120	XM_049003829.1
LOC125727122	XM_049003830.1
LOC125727124	XM_049003831.1
LOC125727124	XM_049003832.1
LOC125727124	XM_049003833.1
LOC125727124	XM_049003834.1
si:dkey-190g11.3	XM_049003835.1
LOC125727124	XM_049003836.1
LOC125727124	XM_049003837.1
LOC125727124	XM_049003838.1
LOC125727125	XM_049003839.1
LOC125727125	XM_049003840.1
LOC125727125	XM_049003841.1
LOC125727125	XM_049003842.1
LOC125727125	XM_049003843.1
LOC125727125	XM_049003844.1
LOC125727125	XM_049003845.1
si:dkey-190g11.3	XM_049003846.1
LOC125727125	XM_049003847.1
LOC125727125	XM_049003848.1
LOC125727125	XM_049003849.1
LOC125727125	XM_049003850.1
LOC125727125	XM_049003851.1
LOC125727125	XM_049003852.1
LOC125727125	XM_049003853.1
LOC125727125	XM_049003854.1
LOC125727125	XM_049003855.1
si:dkey-190g11.3	XM_049003856.1
LOC125727125	XM_049003857.1
LOC125727126	XM_049003858.1
LOC125727126	XM_049003859.1
LOC125727113	XM_049003860.1
LOC125727127	XM_049003861.1
LOC125727128	XM_049003862.1
LOC125727128	XM_049003863.1
LOC125727128	XM_049003864.1
LOC125727128	XM_049003865.1
LOC125727130	XM_049003866.1
LOC125727131	XM_049003867.1
rab3c	XM_049003868.1
LOC125727132	XM_049003869.1
LOC125727133	XM_049003870.1
rab3c	XM_049003871.1
LOC125727144	XM_049003872.1
rab3c	XM_049003873.1
LOC125727149	XM_049003874.1
LOC125727150	XM_049003875.1
LOC125727150	XM_049003876.1
